,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpend,GroupedTenure_13-24,GroupedTenure_25-36,GroupedTenure_37-60,GroupedTenure_61-72
1153,0,0,1,1,11,1,0,-1.6490575282450133,-1.0532720422861113,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-1.345528181368481,False,False,False,False
1154,1,0,1,0,17,0,1,-0.19896766953179745,-0.13783939821554517,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,-0.1674663902202991,True,False,False,False
1155,0,1,0,0,34,0,1,0.007033170072388417,0.34509040559755216,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.28018754030649434,False,True,False,False
1156,0,1,0,0,2,0,1,-1.0280780121928075,-1.6592498751824458,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-1.6390299396927501,False,False,False,False
1157,1,0,0,1,55,1,0,-1.7968685123816233,-0.021428146040855783,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.5682097169395695,False,False,True,False
1158,0,1,0,0,5,1,0,0.11354914401688153,-0.826137353579728,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.6216809080194786,False,False,False,False
1159,0,0,1,1,11,1,1,-1.7213788459787627,-1.0724813642276048,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-1.3835643087098777,False,False,False,False
1160,0,0,0,1,1,1,1,0.5965601125984813,-1.6515822841518435,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-1.1372235040894578,False,False,False,False
1161,0,0,1,0,70,1,0,-1.7671172527122072,0.1488610105349773,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.42312472437796583,False,False,False,True
1162,1,1,0,0,2,1,1,0.49187885608948734,-1.2187559058015214,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.8210945817452495,False,False,False,False
1163,0,0,0,0,7,1,1,0.46900652075855953,-0.4556434180454343,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.21802466501230203,False,False,False,False
1164,1,0,0,0,35,1,1,-1.7050431296307476,-0.26733294182767536,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.7354397746929155,False,True,False,False
1165,0,0,0,0,58,1,1,0.4044959036538797,0.9202636242299942,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0.8590930144313342,False,False,True,False
1166,0,0,1,1,72,1,1,1.1356382293850247,1.2980452152675204,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.3810121951846628,False,False,False,True
1167,1,0,1,1,68,1,0,0.18966531581574098,0.9316818530069811,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,0.8030249597980534,False,False,False,True
1168,1,0,0,0,26,1,0,0.10076734126524606,0.24260852981630168,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0.227016903323194,False,True,False,False
1169,0,0,0,0,12,1,1,-0.3681519284354224,-0.44085372662360367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4607771295445203,False,False,False,False
1170,1,0,1,1,25,1,0,0.12623684675398936,0.19715606062038196,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.19853203599330177,False,True,False,False
1171,1,1,1,1,72,1,1,1.2232943509829617,1.3374812934958717,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.438852985651464,False,False,False,True
1172,1,0,0,1,70,1,1,1.2180843119475924,1.3122311169184622,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,1.4171704144104622,False,False,False,True
1173,1,1,0,1,1,1,1,-0.1871345321181593,-1.945657061961916,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-1.6129866572893292,False,False,False,False
1174,1,0,0,0,26,1,1,0.7410727406816593,0.4897068416301586,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6179487697442428,False,True,False,False
1175,0,0,1,1,2,1,0,0.2703303770125167,-1.3163589296706497,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,-0.9665029294383032,False,False,False,False
1176,0,0,1,1,28,1,0,-1.7296051392648102,-0.4167535788304878,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.8623316675957986,False,True,False,False
1177,0,0,1,1,6,1,0,-1.733733057816103,-1.3925881440993115,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.6439747100083424,False,False,False,False
1178,0,0,1,1,58,0,0,0.10929906745793583,0.8098661777939321,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,0.6815759265154675,False,False,True,False
1179,0,1,1,0,29,0,1,-0.3700241775834122,0.11064774832811777,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.021575007921482325,False,True,False,False
1180,1,0,0,0,16,1,1,0.41165192156680397,0.10188472622196464,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0.20919473365808774,True,False,False,False
1181,1,1,1,0,43,1,1,1.0023775041334,0.9335408888158887,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1.0504630188698463,False,False,True,False
1182,1,0,1,0,52,1,1,0.5043304418688964,0.851504125692982,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,0.8345615680808696,False,False,True,False
1183,0,0,1,1,72,1,1,1.278869294981188,1.3739868686491004,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.4846803796243244,False,False,False,True
1184,1,0,1,1,71,1,0,-1.7671172527122072,0.18498855388144309,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.39433197941086623,False,False,False,True
1185,1,0,1,0,65,1,1,-1.6888608025553389,0.20164907312819486,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.356494370762966,False,False,False,True
1186,0,0,0,0,49,1,1,0.698271567522341,0.858366958182322,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8987135421511855,False,False,True,False
1187,1,0,0,0,52,1,1,0.6841037411686837,0.9250880380607032,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.9475794209561857,False,False,True,False
1188,1,0,0,0,2,1,0,-1.6928921615192432,-2.205974902055764,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-2.289393206568725,False,False,False,False
1189,1,0,1,1,71,1,0,1.1372014087858253,1.3040046018044462,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.3862303509351737,False,False,False,True
1190,1,0,0,0,54,1,0,0.7943133038382861,1.0007996050920345,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1.0412062004828422,False,False,True,False
1191,0,0,1,1,15,1,0,0.5289669327308321,0.07104108232242459,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.22014328246835987,True,False,False,False
1192,1,0,0,0,9,0,1,-1.3800241323363154,-1.0932932128157302,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.293626626580874,False,False,False,False
1193,1,1,1,0,50,1,1,1.0694832267297396,1.0386783426229091,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,1.154462087591807,False,False,True,False
1194,1,0,1,1,19,1,1,0.6810525656808332,0.22467236425311055,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.3886081896456365,True,False,False,False
1195,0,1,1,0,70,1,1,1.0597050151297014,1.2669470490703099,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,1.3333371582844726,False,False,False,True
1196,0,1,1,0,72,1,1,1.0984893280553973,1.295183782770069,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,1.3675284372875651,False,False,False,True
1197,1,1,1,0,52,1,1,1.070295578934847,1.06482765364927,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,1.1755366870500412,False,False,True,False
1198,0,0,1,1,15,1,0,-0.321994772915205,-0.31119914688102773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.3432484394636141,True,False,False,False
1199,0,0,1,1,72,1,1,0.5356252996913303,1.075804026990151,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,1.022710304868177,False,False,False,True
1200,1,1,0,0,3,1,1,0.6335785232506914,-0.9603904851366015,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5713736169785796,False,False,False,False
1201,1,0,0,0,58,1,0,0.9708327247099241,1.1049903213049752,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,1.1775130984204465,False,False,True,False
1202,0,0,0,0,1,1,1,-1.6928921615192432,-2.510679859153608,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-2.5410058089518683,False,False,False,False
1203,1,0,1,0,35,1,1,0.8028709195132385,0.7214743106132293,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.821277831085388,False,True,False,False
1204,0,0,1,1,50,1,1,0.6962547092801887,0.8921322395406677,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.925001352821651,False,False,True,False
1205,1,0,1,0,41,1,1,-1.742018675560297,-0.09085552406186721,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,-0.6063229951992537,False,False,True,False
1206,1,0,1,1,72,1,0,0.23772620424195284,0.9806383241646814,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,0.8566117101856334,False,False,False,True
1207,0,0,0,0,30,1,1,0.3523226674680932,0.43792181790222345,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0.45900528107323085,False,True,False,False
1208,0,0,1,1,2,0,1,-1.3935411049315134,-2.1455428884043966,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-2.146587136244419,False,False,False,False
1209,1,0,0,0,15,0,1,-1.066932592501903,-0.5550686552779419,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.7664881107028256,True,False,False,False
1210,1,0,1,1,37,1,1,0.08069417557210597,0.4880512264456841,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0.4164960809573104,False,False,True,False
1211,1,0,1,1,72,1,1,0.5043304418688964,1.0771977246790851,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,1.014345220534642,False,False,False,True
1212,1,0,1,1,72,1,0,-1.3533041370845358,0.33511370409136376,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.1454123072573408,False,False,False,True
1213,1,0,1,0,70,1,0,1.2136059936947148,1.3412491286583936,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.4389335052083607,False,False,False,True
1214,0,0,0,0,1,1,0,-1.7503443205986693,-2.532238295248447,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-2.5769718904279593,False,False,False,False
1215,1,0,1,0,23,1,0,0.693224989476358,0.41514130473784516,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5440693562556942,True,False,False,False
1216,0,0,0,0,8,1,1,0.48618916729263184,-0.4097775721709997,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.17622452614478473,False,False,False,False
1217,1,0,0,0,2,1,1,-0.3329602722920948,-1.613415922152154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.388835938514357,False,False,False,False
1218,0,0,1,1,26,0,0,-0.6173655492781602,-0.006349165469039214,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.19051866754955035,False,True,False,False
1219,1,0,0,1,52,1,0,-1.7503443205986693,-0.07039119066231792,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.5926222850028262,False,False,True,False
1220,0,0,1,1,23,0,0,-0.8117256133722918,-0.15577162128801145,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,-0.36931455202170393,True,False,False,False
1221,0,0,0,0,15,1,1,0.9699720978899272,0.20708589123965068,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0.4618839257521689,True,False,False,False
1222,1,0,1,0,40,1,1,-0.1871345321181593,0.4441691953516868,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3000167852014036,False,False,True,False
1223,1,0,0,0,27,1,0,0.10076734126524606,0.285998098619511,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.2615946482861491,False,True,False,False
1224,0,0,1,0,37,1,0,-1.7629086909840697,-0.16235572635101853,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-0.669890726244556,False,False,True,False
1225,1,0,0,0,45,1,0,1.1819276325616843,1.022004560339667,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,1.1750934599604268,False,False,True,False
1226,0,0,1,0,5,1,0,0.37678589115127487,-0.7377577249204907,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.47118955114722444,False,False,False,False
1227,0,0,1,0,71,1,0,-1.4312688939188896,0.3097960230248003,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.1898401180186401,False,False,False,True
1228,1,0,0,0,4,1,0,-0.05269097754887577,-1.0759312789433644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.8719969110611169,False,False,False,False
1229,0,0,1,1,38,1,1,-1.7050431296307476,-0.2116335753059719,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.6910211520633678,False,False,True,False
1230,1,0,0,1,3,1,0,-0.0035352697031225348,-1.2140481959917304,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.9676564804488478,False,False,False,False
1231,1,0,0,0,17,1,0,-1.7925867582009514,-0.7122925655492106,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-1.1180074457371252,True,False,False,False
1232,1,0,1,1,70,1,1,0.8085524801685076,1.160837437368083,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.1729877796949484,False,False,False,True
1233,1,0,0,0,1,1,1,-0.3737747887943526,-2.015692237501889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.7268415932898287,False,False,False,False
1234,0,0,1,1,71,1,0,0.9939086656113989,1.2382813744584888,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,1.290649432067321,False,False,False,True
1235,1,0,0,0,37,1,1,0.8273568693596989,0.7626809139409083,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8615035566064263,False,False,True,False
1236,1,0,1,0,64,1,1,0.38163714043831065,0.946998506437548,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,0.8734617887185424,False,False,False,True
1237,0,1,1,0,37,1,0,0.8057140411444013,0.7631604432479638,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0.8553462964265276,False,False,True,False
1238,1,0,1,1,65,1,0,1.1270153062864203,1.2296991605379974,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,1.3239726658028383,False,False,False,True
1239,0,0,0,1,23,1,1,-0.21088261694000088,0.050448088039253165,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,-0.020992143272059952,True,False,False,False
1240,0,0,1,0,22,1,1,0.5879859398321489,0.3365431070509216,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.44960426790652525,True,False,False,False
1241,0,1,1,0,26,1,0,0.13604088473263765,0.28025826989719743,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,0.26773733192047905,False,True,False,False
1242,0,0,0,0,25,1,1,0.6018973889957004,0.430475927001717,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5286625113242831,False,True,False,False
1243,0,0,1,0,60,1,1,0.9369456729374686,1.0925292801202853,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,1.1573570807483011,False,False,True,False
1244,0,0,0,0,1,1,1,0.9086344790510082,-1.5344790213013892,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.948582585328406,False,False,False,False
1245,0,0,1,0,71,1,0,0.7924058269736887,1.1763657439724124,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.180477491350985,False,False,False,True
1246,0,1,0,0,27,1,1,0.7133232367443505,0.5122815729295481,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6275461563405637,False,True,False,False
1247,0,0,0,0,3,1,1,0.7952662511510533,-0.942053946190444,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.507825254122407,False,False,False,False
1248,1,0,1,1,58,1,1,0.8925026435941836,1.0712834209762856,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,1.1270135461867303,False,False,True,False
1249,0,0,0,0,14,1,0,0.503202189670676,-0.005845191399315866,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.15105363455022586,True,False,False,False
1250,1,0,1,1,71,1,1,0.39850977338666915,1.0144501079127837,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,0.9323060630981416,False,False,False,True
1251,0,0,1,1,2,0,0,-1.1038134521569758,-2.017809074723783,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.9526800880678468,False,False,False,False
1252,0,0,0,0,40,1,1,-1.672829010936306,-0.14486684215223747,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.6276845914973177,False,False,True,False
1253,1,0,1,1,68,1,0,-1.3269920966627426,0.2894177004508534,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.17365082689849504,False,False,False,True
1254,0,1,0,0,57,1,0,1.0074389032815567,1.1115851867078712,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,1.1938149987380635,False,False,True,False
1255,0,0,0,0,45,1,1,0.7528299562947359,0.8641333934606983,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.9198015879715309,False,False,True,False
1256,1,0,1,1,70,1,1,1.2469131212809326,1.3339928509210415,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.4431937764542515,False,False,False,True
1257,1,0,1,0,68,1,1,1.1120187847063518,1.2644391250063194,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,1.3471207275401338,False,False,False,True
1258,0,0,1,0,52,1,1,1.0308641885929204,1.0355149788826763,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,1.14029000340801,False,False,True,False
1259,0,0,1,0,72,1,0,1.2262644597253733,1.3494634428389283,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,1.4492921685648472,False,False,False,True
1260,1,1,0,0,24,1,1,0.5200489041829854,0.3253015158063971,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4200820916458286,True,False,False,False
1261,1,0,1,1,67,1,1,0.12764084289781213,0.8660986793266349,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.7319443569680134,False,False,False,True
1262,0,0,0,0,68,0,0,0.23509102762573508,0.9554422004503722,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.8357412265160815,False,False,False,True
1263,1,0,1,1,23,1,0,-1.7545222745750582,-0.5723765081413184,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.9943391625743374,True,False,False,False
1264,1,0,1,0,71,0,0,-0.21430207276661853,0.7901059792943451,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,0.5673442284429506,False,False,False,True
1265,0,0,0,0,1,0,0,-1.3935411049315134,-2.3983509105679297,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-2.3544240976968958,False,False,False,False
1266,0,0,1,1,71,1,0,-1.680826265060447,0.24000881946108238,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.3234058704075279,False,False,False,True
1267,1,1,1,0,69,1,1,1.1566224523869055,1.289490629555902,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,1.3805264772555648,False,False,False,True
1268,0,1,1,0,40,1,1,0.9716929219682259,0.8836021390790273,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,1.0014203352224647,False,False,True,False
1269,0,1,0,0,18,1,1,0.7073183346021418,0.21485427391939926,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.38872612762003406,True,False,False,False
1270,1,0,0,0,22,1,1,0.8916019876179878,0.4584698328597799,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.6385416621056754,True,False,False,False
1271,1,0,1,1,69,0,0,-0.6065874955675671,0.6382854958009976,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.32648795374450784,False,False,False,True
1272,0,1,0,0,62,1,0,0.6972634334361331,1.0125948886360807,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1.0212651986965418,False,False,False,True
1273,0,0,0,0,56,1,0,-1.7461764705111655,0.010293048642508427,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.526993906986125,False,False,True,False
1274,0,0,0,0,7,1,0,-1.7296051392648102,-1.1533579825254103,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-1.4508882263565617,False,False,False,False
1275,1,0,0,0,1,1,0,-1.814102707713164,-2.556163090001897,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-2.616949722542746,False,False,False,False
1276,1,0,1,1,6,1,0,-1.7587103815480043,-1.373519641457426,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.6365093526411034,False,False,False,False
1277,1,0,0,0,2,1,1,0.7212973639665227,-1.1230712862230272,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.6750305785877005,False,False,False,False
1278,1,1,1,0,16,1,1,-0.0449173731591548,-0.14658677187312644,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.12752122770489666,True,False,False,False
1279,1,0,0,0,2,1,0,-1.733733057816103,-1.927579641413431,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-2.075349459634218,False,False,False,False
1280,0,0,1,0,72,1,1,0.7361501290194339,1.142105267784846,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,1.1361845306806129,False,False,False,True
1281,0,0,1,1,7,0,0,-0.809306798699827,-0.9257882358841943,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.9832303003051661,False,False,False,False
1282,0,0,1,1,19,0,1,-1.363275650946284,-0.5601680280662952,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.8623755155056053,True,False,False,False
1283,0,0,1,0,14,1,1,0.5641846112677921,0.052206229950027654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.21579071805781708,True,False,False,False
1284,1,0,0,0,64,1,1,1.0792062718213429,1.2264430420642607,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,1.30695817929991,False,False,False,True
1285,0,0,0,0,25,1,1,0.5696229407134067,0.3709016578781846,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.47142555689255516,False,True,False,False
1286,1,0,1,1,70,1,1,0.7272538393817463,1.1283865123574084,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.1225674860440173,False,False,False,True
1287,1,0,0,0,66,1,0,-1.7755653341938153,0.11700627114358736,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.45116782967494645,False,False,False,True
1288,1,0,0,1,1,1,1,0.41759265537497053,-1.7187383066831279,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2455891347207304,False,False,False,False
1289,0,0,1,0,53,1,1,0.8273568693596989,0.9998694934961034,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,1.0504496266152388,False,False,True,False
1290,0,0,0,0,6,1,0,0.007033170072388417,-0.6318088979693058,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4988381012970773,False,False,False,False
1291,0,0,0,0,59,1,0,0.9121989170770175,1.0975448329952366,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,1.1538801158525922,False,False,True,False
1292,1,0,0,0,31,1,1,0.5717934764804533,0.5527849965655293,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6170042412581607,False,True,False,False
1293,1,0,0,0,3,1,1,0.4816238529111084,-0.971927714309688,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.626593633451088,False,False,False,False
1294,0,0,0,1,15,1,0,0.3535541110154714,-0.02576469274058678,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08983241527660957,True,False,False,False
1295,1,0,0,0,48,1,1,1.0864627253681045,1.028518435348245,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,1.1514913780944702,False,False,True,False
